0,1,2,3
0.02736332290548593,0.9726366770945141,0.0003476142883300781,0.9996523857116699
0.05242729402710511,0.9475727059728949,0.0008037686347961426,0.9991962313652039
0.988412273942253,0.01158772605774706,0.9998986124992371,0.00010136484343092889
0.9519605049564148,0.04803949504358522,0.9993462562561035,0.0006537679000757635
0.014996215111668043,0.985003784888332,0.0007514357566833496,0.9992485642433167
0.2949367186940427,0.7050632813059573,0.3103190064430237,0.6896809935569763
0.21161076813631996,0.78838923186368,0.0625646710395813,0.9374353289604187
0.120702010408958,0.879297989591042,0.04744631052017212,0.9525536894798279
0.019901391543747704,0.9800986084562523,0.0007346272468566895,0.9992653727531433
0.9855807833603302,0.014419216639669875,0.9999074935913086,9.25061249290593e-05
0.35272848017869796,0.647271519821302,0.27448588609695435,0.7255141139030457
0.3342631013717935,0.6657368986282065,0.3152192234992981,0.6847807765007019
0.034298766720438634,0.9657012332795614,0.0011867284774780273,0.998813271522522
0.02416182970387004,0.97583817029613,0.00038433074951171875,0.9996156692504883
0.9814714491855695,0.018528550814430455,0.9993217587471008,0.0006782253622077405
0.25516872032504245,0.7448312796749575,0.39484304189682007,0.6051569581031799
0.32104884854516225,0.6789511514548378,0.2742137312889099,0.7257862687110901
0.9857877259517871,0.014212274048212929,0.9999122023582458,8.777619950706139e-05
0.1822407914439802,0.8177592085560198,0.23553603887557983,0.7644639611244202
0.5024360073736365,0.4975639926263635,0.5110589265823364,0.48894110321998596
0.16430966785888612,0.8356903321411139,0.12607568502426147,0.8739243149757385
0.9729345385777127,0.02706546142228728,0.9997457265853882,0.00025424559134989977
0.3353665433484123,0.6646334566515877,0.6528232097625732,0.34717682003974915
0.8981186218608117,0.10188137813918832,0.9758768081665039,0.02412320300936699
0.14386969949037187,0.8561303005096281,0.23501229286193848,0.7649877071380615
0.9870062132229581,0.012993786777041869,0.9997944235801697,0.00020555984519887716
0.7525234990919708,0.2474765009080292,0.9339457750320435,0.06605424731969833
0.9779627721869096,0.02203722781309033,0.9998864531517029,0.00011356689356034622
0.7179883408371572,0.28201165916284276,0.5598670244216919,0.4401329755783081
0.1494587960037318,0.8505412039962682,0.09823864698410034,0.9017613530158997
0.21422420554004307,0.7857757944599569,0.15444564819335938,0.8455543518066406
0.20011867838395803,0.799881321616042,0.06276828050613403,0.937231719493866
0.2758719309403834,0.7241280690596166,0.21058768033981323,0.7894123196601868
0.017699182793451507,0.9823008172065485,0.00018447637557983398,0.9998155236244202
0.9864863961206054,0.013513603879394561,0.999773383140564,0.0002266425872221589
0.98427131460078,0.015728685399220028,0.9993811249732971,0.0006188484840095043
0.019544411878731016,0.980455588121269,0.00010538101196289062,0.9998946189880371
0.0168552187898362,0.9831447812101638,0.0003006458282470703,0.9996993541717529
0.36384924464704316,0.6361507553529568,0.21201443672180176,0.7879855632781982
0.9871353191241221,0.01286468087587789,0.9998143315315247,0.00018568336963653564
0.02611467209015572,0.9738853279098443,0.0005254149436950684,0.9994745850563049
0.13856340768108966,0.8614365923189103,0.06323635578155518,0.9367636442184448
0.021045274909720968,0.978954725090279,5.733966827392578e-05,0.9999426603317261
